TEXT|NAICS
CORRUGATING IRON OR STEEL IN COLD ROLLING MILLS MADE FROM PURCHASED IRON OR STEEL|331221
CORRUGATING IRON OR STEEL IN COLD ROLLING MILLS MADE FROM PURCHASED IRON OR STEEL|331221
FERROUS METAL POWDER, PASTE, AND FLAKE MADE FROM PURCHASED IRON OR STEEL|331221
FERROUS METAL POWDER, PASTE, AND FLAKE MADE FROM PURCHASED IRON OR STEEL|331221
FLAKES MADE FROM PURCHASED IRON OR STEEL|331221
FLAKES MADE FROM PURCHASED IRON OR STEEL|331221
FLAT BRIGHT STEEL STRIP MADE IN COLD ROLLING MILLS MADE FROM PURCHASED STEEL|331221
FLAT BRIGHT STEEL STRIP MADE IN COLD ROLLING MILLS MADE FROM PURCHASED STEEL|331221
HOT-ROLLING PURCHASED STEEL|331221
HOT-ROLLING PURCHASED STEEL|331221
METAL POWDER AND FLAKE MADE FROM PURCHASED IRON OR STEEL|331221
METAL POWDER AND FLAKE MADE FROM PURCHASED IRON OR STEEL|331221
NUT RODS, IRON OR STEEL, MADE IN COLD ROLLING MILLS|331221
NUT RODS, IRON OR STEEL, MADE IN COLD ROLLING MILLS|331221
PASTE MADE FROM PURCHASED IRON OR STEEL|331221
PASTE MADE FROM PURCHASED IRON OR STEEL|331221
POWDER MADE FROM PURCHASED IRON OR STEEL|331221
POWDER MADE FROM PURCHASED IRON OR STEEL|331221
RAZOR BLADE STRIP STEEL MADE IN COLD ROLLING MILLS|331221
RAZOR BLADE STRIP STEEL MADE IN COLD ROLLING MILLS|331221
ROLLED STEEL SHAPE MANUFACTURING|331221
ROLLED STEEL SHAPE MANUFACTURING|331221
WIRE, FLAT, ROLLED STRIP, MADE IN COLD ROLLING MILLS|331221
WIRE, FLAT, ROLLED STRIP, MADE IN COLD ROLLING MILLS|331221
BARBED AND TWISTED WIRE MADE IN WIRE DRAWING PLANTS|331222
BARBED AND TWISTED WIRE MADE IN WIRE DRAWING PLANTS|331222
BASKETS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
BASKETS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
BRADS, IRON OR STEEL, WIRE OR CUT, MADE IN WIRE DRAWING PLANTS|331222
BRADS, IRON OR STEEL, WIRE OR CUT, MADE IN WIRE DRAWING PLANTS|331222
CABLE, IRON OR STEEL, INSULATED OR ARMORED, MADE IN WIRE DRAWING PLANTS|331222
CABLE, IRON OR STEEL, INSULATED OR ARMORED, MADE IN WIRE DRAWING PLANTS|331222
CHAIN LINK FENCING, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
CHAIN LINK FENCING, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
DRAWING IRON OR STEEL WIRE FROM PURCHASED IRON OR STEEL|331222
DRAWING IRON OR STEEL WIRE FROM PURCHASED IRON OR STEEL|331222
DRAWING IRON OR STEEL WIRE FROM PURCHASED IRON OR STEEL AND FABRICATING WIRE PRODUCTS|331222
DRAWING IRON OR STEEL WIRE FROM PURCHASED IRON OR STEEL AND FABRICATING WIRE PRODUCTS|331222
FENCE GATES, POSTS, AND FITTINGS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
FENCE GATES, POSTS, AND FITTINGS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
FORM TIES MADE IN WIRE DRAWING PLANTS|331222
FORM TIES MADE IN WIRE DRAWING PLANTS|331222
HORSESHOE NAILS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
HORSESHOE NAILS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
MESH, WIRE, MADE IN WIRE DRAWING MILLS|331222
MESH, WIRE, MADE IN WIRE DRAWING MILLS|331222
NAILS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
NAILS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
PAPER CLIPS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
PAPER CLIPS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
SPIKES, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
SPIKES, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
STAPLES, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
STAPLES, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
STEEL WIRE DRAWING|331222
STEEL WIRE DRAWING|331222
TACKS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
TACKS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
TIE WIRES MADE IN WIRE DRAWING PLANTS|331222
TIE WIRES MADE IN WIRE DRAWING PLANTS|331222
WELDED IRON OR STEEL WIRE FABRIC MADE IN WIRE DRAWING PLANTS|331222
WELDED IRON OR STEEL WIRE FABRIC MADE IN WIRE DRAWING PLANTS|331222
WIRE CAGES, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE CAGES, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE CARTS (E.G., GROCERY, HOUSEHOLD, INDUSTRIAL), IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE CARTS (E.G., GROCERY, HOUSEHOLD, INDUSTRIAL), IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE CLOTH, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE CLOTH, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE GARMENT HANGERS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE GARMENT HANGERS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE PRODUCTS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE PRODUCTS, IRON OR STEEL, MADE IN WIRE DRAWING PLANTS|331222
WIRE, IRON OR STEEL (E.G., ARMORED, BARE, INSULATED), MADE IN WIRE DRAWING PLANTS|331222
WIRE, IRON OR STEEL (E.G., ARMORED, BARE, INSULATED), MADE IN WIRE DRAWING PLANTS|331222
ALUMINA REFINING|331313
ALUMINA REFINING|331313
ALUMINA REFINING AND PRIMARY ALUMINUM PRODUCTION|331313
ALUMINA REFINING AND PRIMARY ALUMINUM PRODUCTION|331313
ALUMINUM ALLOYS MADE FROM BAUXITE OR ALUMINA PRODUCING PRIMARY ALUMINUM AND MANUFACTURING|331313
ALUMINUM ALLOYS MADE FROM BAUXITE OR ALUMINA PRODUCING PRIMARY ALUMINUM AND MANUFACTURING|331313
ALUMINUM INGOT AND OTHER PRIMARY ALUMINUM PRODUCTION SHAPES MADE FROM BAUXITE OR ALUMINA|331313
ALUMINUM INGOT AND OTHER PRIMARY ALUMINUM PRODUCTION SHAPES MADE FROM BAUXITE OR ALUMINA|331313
ALUMINUM OXIDE REFINING|331313
ALUMINUM OXIDE REFINING|331313
ALUMINUM PRODUCING FROM ALUMINA|331313
ALUMINUM PRODUCING FROM ALUMINA|331313
ALUMINUM SHAPES (E.G., BAR, INGOT, ROD, SHEET) MADE BY PRODUCING PRIMARY ALUMINUM AND MANUFACTURING|331313
ALUMINUM SHAPES (E.G., BAR, INGOT, ROD, SHEET) MADE BY PRODUCING PRIMARY ALUMINUM AND MANUFACTURING|331313
EXTRUSION INGOT, PRIMARY ALUMINUM, MANUFACTURING|331313
EXTRUSION INGOT, PRIMARY ALUMINUM, MANUFACTURING|331313
INGOT, PRIMARY ALUMINUM, MANUFACTURING|331313
INGOT, PRIMARY ALUMINUM, MANUFACTURING|331313
PRIMARY ALUMINUM PRODUCTION AND MANUFACTURING ALUMINUM ALLOYS|331313
PRIMARY ALUMINUM PRODUCTION AND MANUFACTURING ALUMINUM ALLOYS|331313
PRIMARY ALUMINUM PRODUCTION AND MANUFACTURING ALUMINUM SHAPES (E.G., BAR, INGOT, ROD, SHEET)|331313
PRIMARY ALUMINUM PRODUCTION AND MANUFACTURING ALUMINUM SHAPES (E.G., BAR, INGOT, ROD, SHEET)|331313
PRIMARY REFINING OF ALUMINUM|331313
PRIMARY REFINING OF ALUMINUM|331313
PRIMARY SMELTING OF ALUMINUM|331313
PRIMARY SMELTING OF ALUMINUM|331313
REFINING ALUMINUM, PRIMARY|331313
REFINING ALUMINUM, PRIMARY|331313
SLAB, PRIMARY ALUMINUM, MANUFACTURING|331313
SLAB, PRIMARY ALUMINUM, MANUFACTURING|331313
ALLOYING PURCHASED ALUMINUM METALS|331314
ALLOYING PURCHASED ALUMINUM METALS|331314
ALUMINUM ALLOYS MADE FROM SCRAP OR DROSS|331314
ALUMINUM ALLOYS MADE FROM SCRAP OR DROSS|331314
ALUMINUM BILLET MADE FROM PURCHASED ALUMINUM|331314
ALUMINUM BILLET MADE FROM PURCHASED ALUMINUM|331314
ALUMINUM BILLET MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331314
ALUMINUM BILLET MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331314
ALUMINUM EXTRUSION INGOT (I.E., BILLET), SECONDARY|331314
ALUMINUM EXTRUSION INGOT (I.E., BILLET), SECONDARY|331314
ALUMINUM FLAKES MADE FROM PURCHASED ALUMINUM|331314
ALUMINUM FLAKES MADE FROM PURCHASED ALUMINUM|331314
ALUMINUM INGOT MADE FROM PURCHASED ALUMINUM|331314
ALUMINUM INGOT MADE FROM PURCHASED ALUMINUM|331314
ALUMINUM INGOT, SECONDARY SMELTING OF ALUMINUM AND MANUFACTURING|331314
ALUMINUM INGOT, SECONDARY SMELTING OF ALUMINUM AND MANUFACTURING|331314
ALUMINUM INGOT, SECONDARY, MANUFACTURING|331314
ALUMINUM INGOT, SECONDARY, MANUFACTURING|331314
ALUMINUM RECOVERING FROM SCRAP AND MAKING INGOT AND BILLET (EXCEPT BY ROLLING)|331314
ALUMINUM RECOVERING FROM SCRAP AND MAKING INGOT AND BILLET (EXCEPT BY ROLLING)|331314
ALUMINUM SMELTING, SECONDARY, AND MAKING INGOT AND BILLET (EXCEPT BY ROLLING)|331314
ALUMINUM SMELTING, SECONDARY, AND MAKING INGOT AND BILLET (EXCEPT BY ROLLING)|331314
FLAKES, ALUMINUM, MADE FROM PURCHASED ALUMINUM|331314
FLAKES, ALUMINUM, MADE FROM PURCHASED ALUMINUM|331314
METAL POWDER AND FLAKE MADE FROM PURCHASED ALUMINUM|331314
METAL POWDER AND FLAKE MADE FROM PURCHASED ALUMINUM|331314
PASTE MADE FROM PURCHASED ALUMINUM|331314
PASTE MADE FROM PURCHASED ALUMINUM|331314
POWDER MADE FROM PURCHASED ALUMINUM|331314
POWDER MADE FROM PURCHASED ALUMINUM|331314
REFINING ALUMINUM, SECONDARY|331314
REFINING ALUMINUM, SECONDARY|331314
SECONDARY SMELTING AND ALLOYING OF ALUMINUM|331314
SECONDARY SMELTING AND ALLOYING OF ALUMINUM|331314
ALUMINUM FOIL MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM FOIL MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM FOIL MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM FOIL MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM PLATE MADE BY CONTINUOUS CASTING PURCHASED ALUMINUM|331315
ALUMINUM PLATE MADE BY CONTINUOUS CASTING PURCHASED ALUMINUM|331315
ALUMINUM PLATE MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM PLATE MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM PLATE MADE IN INTEGRATED SECONDARY SMELTING AND CONTINUOUS CASTING MILLS|331315
ALUMINUM PLATE MADE IN INTEGRATED SECONDARY SMELTING AND CONTINUOUS CASTING MILLS|331315
ALUMINUM PLATE MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM PLATE MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM SHEET MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM SHEET MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM SHEET MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM SHEET MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING|331315
ALUMINUM SHEET, PLATE, AND FOIL MANUFACTURING|331315
ALUMINUM WELDED TUBE MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM WELDED TUBE MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
ALUMINUM WELDED TUBE MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM WELDED TUBE MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
FOIL, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
FOIL, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
FOIL, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
FOIL, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
PLATE, ALUMINUM, MADE BY CONTINUOUS CASTING PURCHASED ALUMINUM|331315
PLATE, ALUMINUM, MADE BY CONTINUOUS CASTING PURCHASED ALUMINUM|331315
PLATE, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
PLATE, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
PLATE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND CONTINUOUS CASTING MILLS|331315
PLATE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND CONTINUOUS CASTING MILLS|331315
PLATE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
PLATE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
SHEET, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
SHEET, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
SHEET, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
SHEET, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
TUBE, WELDED, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
TUBE, WELDED, ALUMINUM, MADE BY FLAT ROLLING PURCHASED ALUMINUM|331315
TUBE, WELDED, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
TUBE, WELDED, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND FLAT ROLLING MILLS|331315
ALUMINUM BAR MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM BAR MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM BAR MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM BAR MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM PIPE MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM PIPE MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM PIPE MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM PIPE MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM ROD MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM ROD MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM ROD MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM ROD MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM TUBE BLOOMS MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM TUBE BLOOMS MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM TUBE BLOOMS MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM TUBE BLOOMS MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM TUBE MADE BY DRAWING OR EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM TUBE MADE BY DRAWING OR EXTRUDING PURCHASED ALUMINUM|331318
ALUMINUM TUBE MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
ALUMINUM TUBE MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
ALUMINUM TUBE MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ALUMINUM TUBE MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
APPARATUS WIRE OR CORD MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
APPARATUS WIRE OR CORD MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
AUTOMOTIVE OR AIRCRAFT WIRE AND CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
AUTOMOTIVE OR AIRCRAFT WIRE AND CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
BAR MADE BY EXTRUDING PURCHASED ALUMINUM|331318
BAR MADE BY EXTRUDING PURCHASED ALUMINUM|331318
BAR MADE BY ROLLING PURCHASED ALUMINUM|331318
BAR MADE BY ROLLING PURCHASED ALUMINUM|331318
BAR, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
BAR, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
BAR, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
BAR, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
COAXIAL CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
COAXIAL CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
COMMUNICATIONS WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
COMMUNICATIONS WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
CORD SETS, FLEXIBLE, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
CORD SETS, FLEXIBLE, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
ENERGY WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
ENERGY WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
EXTRUSION BILLET MADE BY ROLLING PURCHASED ALUMINUM|331318
EXTRUSION BILLET MADE BY ROLLING PURCHASED ALUMINUM|331318
EXTRUSION BILLET, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
EXTRUSION BILLET, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
EXTRUSION INGOT MADE BY ROLLING PURCHASED ALUMINUM|331318
EXTRUSION INGOT MADE BY ROLLING PURCHASED ALUMINUM|331318
EXTRUSION INGOT, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
EXTRUSION INGOT, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
INGOT MADE BY ROLLING PURCHASED ALUMINUM|331318
INGOT MADE BY ROLLING PURCHASED ALUMINUM|331318
INGOT, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
INGOT, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
INSULATED WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
INSULATED WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
MAGNET WIRE, INSULATED, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
MAGNET WIRE, INSULATED, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
MESH, WIRE, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
MESH, WIRE, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
NAILS, ALUMINUM, MADE IN WIRE DRAWING PLANTS|331318
NAILS, ALUMINUM, MADE IN WIRE DRAWING PLANTS|331318
OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING|331318
OTHER ALUMINUM ROLLING, DRAWING, AND EXTRUDING|331318
PIPE MADE BY EXTRUDING PURCHASED ALUMINUM|331318
PIPE MADE BY EXTRUDING PURCHASED ALUMINUM|331318
PIPE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
PIPE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
RAILS MADE BY ROLLING OR DRAWING PURCHASED ALUMINUM|331318
RAILS MADE BY ROLLING OR DRAWING PURCHASED ALUMINUM|331318
RAILS, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
RAILS, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
RAILS, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
RAILS, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
ROD MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ROD MADE BY EXTRUDING PURCHASED ALUMINUM|331318
ROD MADE BY ROLLING PURCHASED ALUMINUM|331318
ROD MADE BY ROLLING PURCHASED ALUMINUM|331318
ROD, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ROD, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
ROD, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
ROD, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
SHIPBOARD CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
SHIPBOARD CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
SIGNAL AND CONTROL CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
SIGNAL AND CONTROL CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
STRUCTURAL SHAPES MADE BY ROLLING PURCHASED ALUMINUM|331318
STRUCTURAL SHAPES MADE BY ROLLING PURCHASED ALUMINUM|331318
STRUCTURAL SHAPES, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
STRUCTURAL SHAPES, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND ROLLING MILLS|331318
TUBE BLOOMS MADE BY EXTRUDING PURCHASED ALUMINUM|331318
TUBE BLOOMS MADE BY EXTRUDING PURCHASED ALUMINUM|331318
TUBE BLOOMS, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
TUBE BLOOMS, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
TUBE MADE BY DRAWING OR EXTRUDING PURCHASED ALUMINUM|331318
TUBE MADE BY DRAWING OR EXTRUDING PURCHASED ALUMINUM|331318
TUBE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
TUBE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
TUBE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
TUBE, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND EXTRUDING MILLS|331318
WEATHERPROOF WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WEATHERPROOF WIRE OR CABLE MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE CLOTH MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE CLOTH MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE SCREENING, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
WIRE SCREENING, ALUMINUM, MADE IN INTEGRATED SECONDARY SMELTING AND DRAWING PLANTS|331318
WIRE, ARMORED, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE, ARMORED, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE, BARE, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE, BARE, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE, INSULATED, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
WIRE, INSULATED, MADE IN ALUMINUM WIRE DRAWING PLANTS|331318
ANTIMONY REFINING, PRIMARY|331410
ANTIMONY REFINING, PRIMARY|331410
BARS MADE IN PRIMARY COPPER SMELTING AND REFINING MILLS|331410
BARS MADE IN PRIMARY COPPER SMELTING AND REFINING MILLS|331410
BERYLLIUM REFINING, PRIMARY|331410
BERYLLIUM REFINING, PRIMARY|331410
BISMUTH REFINING, PRIMARY|331410
BISMUTH REFINING, PRIMARY|331410
BLISTER COPPER MANUFACTURING|331410
BLISTER COPPER MANUFACTURING|331410
CADMIUM REFINING, PRIMARY|331410
CADMIUM REFINING, PRIMARY|331410
CHROMIUM REFINING, PRIMARY|331410
CHROMIUM REFINING, PRIMARY|331410
COBALT REFINING, PRIMARY|331410
COBALT REFINING, PRIMARY|331410
COPPER ALLOYS MADE IN PRIMARY COPPER SMELTING AND REFINING MILLS|331410
COPPER ALLOYS MADE IN PRIMARY COPPER SMELTING AND REFINING MILLS|331410
COPPER CONCENTRATE REFINING|331410
COPPER CONCENTRATE REFINING|331410
COPPER SHAPES (E.G., BAR, BILLET, INGOT, PLATE, SHEET) MADE IN PRIMARY COPPER SMELTING AND REFINING MILLS|331410
COPPER SHAPES (E.G., BAR, BILLET, INGOT, PLATE, SHEET) MADE IN PRIMARY COPPER SMELTING AND REFINING MILLS|331410
COPPER SMELTING AND REFINING, PRIMARY|331410
COPPER SMELTING AND REFINING, PRIMARY|331410
GERMANIUM REFINING, PRIMARY|331410
GERMANIUM REFINING, PRIMARY|331410
GOLD BULLION OR DORE BAR PRODUCED AT PRIMARY METAL REFINERIES|331410
GOLD BULLION OR DORE BAR PRODUCED AT PRIMARY METAL REFINERIES|331410
GOLD REFINING, PRIMARY|331410
GOLD REFINING, PRIMARY|331410
INGOT, PRIMARY, NONFERROUS METALS (EXCEPT ALUMINUM), MANUFACTURING|331410
INGOT, PRIMARY, NONFERROUS METALS (EXCEPT ALUMINUM), MANUFACTURING|331410
IRIDIUM REFINING, PRIMARY|331410
IRIDIUM REFINING, PRIMARY|331410
LEAD SMELTING AND REFINING, PRIMARY|331410
LEAD SMELTING AND REFINING, PRIMARY|331410
MAGNESIUM REFINING, PRIMARY|331410
MAGNESIUM REFINING, PRIMARY|331410
NICKEL REFINING, PRIMARY|331410
NICKEL REFINING, PRIMARY|331410
NIOBIUM REFINING, PRIMARY|331410
NIOBIUM REFINING, PRIMARY|331410
NONFERROUS METAL (EXCEPT ALUMINUM) SHAPES MADE IN PRIMARY NONFERROUS METAL SMELTING AND REFINING MILLS|331410
NONFERROUS METAL (EXCEPT ALUMINUM) SHAPES MADE IN PRIMARY NONFERROUS METAL SMELTING AND REFINING MILLS|331410
NONFERROUS METAL (EXCEPT ALUMINUM) SMELTING AND REFINING|331410
