TEXT|NAICS|SAMPLE_WEIGHT
GARBAGE DISPOSAL UNITS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
GARBAGE DISPOSAL UNITS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
GAS RANGES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
GAS RANGES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
HAIR DRYERS, BEAUTY PARLOR-TYPE, MANUFACTURING|333318|28.5
HAIR DRYERS, BEAUTY PARLOR-TYPE, MANUFACTURING|333318|28.5
HOLEPUNCHERS (EXCEPT HAND OPERATED), OFFICE-TYPE, MANUFACTURING|333318|28.5
HOLEPUNCHERS (EXCEPT HAND OPERATED), OFFICE-TYPE, MANUFACTURING|333318|28.5
HOT BEVERAGE VENDING MACHINES MANUFACTURING|333318|28.5
HOT BEVERAGE VENDING MACHINES MANUFACTURING|333318|28.5
HOTPLATES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
HOTPLATES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
ICE CREAM VENDING MACHINES MANUFACTURING|333318|28.5
ICE CREAM VENDING MACHINES MANUFACTURING|333318|28.5
INCOMING MAIL HANDLING EQUIPMENT (E.G., OPENING, SCANNING, SORTING) MANUFACTURING|333318|28.5
INCOMING MAIL HANDLING EQUIPMENT (E.G., OPENING, SCANNING, SORTING) MANUFACTURING|333318|28.5
LAUNDRY EXTRACTORS MANUFACTURING|333318|28.5
LAUNDRY EXTRACTORS MANUFACTURING|333318|28.5
LAUNDRY MACHINERY AND EQUIPMENT (EXCEPT HOUSEHOLD-TYPE) MANUFACTURING|333318|28.5
LAUNDRY MACHINERY AND EQUIPMENT (EXCEPT HOUSEHOLD-TYPE) MANUFACTURING|333318|28.5
LAUNDRY PRESSING MACHINES (EXCEPT HOUSEHOLD-TYPE) MANUFACTURING|333318|28.5
LAUNDRY PRESSING MACHINES (EXCEPT HOUSEHOLD-TYPE) MANUFACTURING|333318|28.5
LETTER FOLDING, STUFFING, AND SEALING MACHINERY MANUFACTURING|333318|28.5
LETTER FOLDING, STUFFING, AND SEALING MACHINERY MANUFACTURING|333318|28.5
LOCKS, COIN-OPERATED, MANUFACTURING|333318|28.5
LOCKS, COIN-OPERATED, MANUFACTURING|333318|28.5
MAIL HANDLING MACHINERY, POST OFFICE-TYPE, MANUFACTURING|333318|28.5
MAIL HANDLING MACHINERY, POST OFFICE-TYPE, MANUFACTURING|333318|28.5
MECHANISMS FOR COIN-OPERATED MACHINES MANUFACTURING|333318|28.5
MECHANISMS FOR COIN-OPERATED MACHINES MANUFACTURING|333318|28.5
MICROWAVE OVENS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
MICROWAVE OVENS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
MOP WRINGERS MANUFACTURING|333318|28.5
MOP WRINGERS MANUFACTURING|333318|28.5
OIL WATER SEPARATORS MANUFACTURING|333318|28.5
OIL WATER SEPARATORS MANUFACTURING|333318|28.5
OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING|333318|28.5
OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING|333318|28.5
OVENS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
OVENS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
OZONE MACHINES FOR WATER PURIFICATION MANUFACTURING|333318|28.5
OZONE MACHINES FOR WATER PURIFICATION MANUFACTURING|333318|28.5
POSTAGE METERS MANUFACTURING|333318|28.5
POSTAGE METERS MANUFACTURING|333318|28.5
POSTAGE STAMP VENDING MACHINES MANUFACTURING|333318|28.5
POSTAGE STAMP VENDING MACHINES MANUFACTURING|333318|28.5
POWER WASHER CLEANING EQUIPMENT MANUFACTURING|333318|28.5
POWER WASHER CLEANING EQUIPMENT MANUFACTURING|333318|28.5
RANGES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
RANGES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
SANDING MACHINES, FLOOR, MANUFACTURING|333318|28.5
SANDING MACHINES, FLOOR, MANUFACTURING|333318|28.5
SEWAGE TREATMENT EQUIPMENT MANUFACTURING|333318|28.5
SEWAGE TREATMENT EQUIPMENT MANUFACTURING|333318|28.5
SNACK AND CONFECTION VENDING MACHINES MANUFACTURING|333318|28.5
SNACK AND CONFECTION VENDING MACHINES MANUFACTURING|333318|28.5
SOFT DRINK VENDING MACHINES MANUFACTURING|333318|28.5
SOFT DRINK VENDING MACHINES MANUFACTURING|333318|28.5
STEAM COOKERS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
STEAM COOKERS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
STEAM TABLES MANUFACTURING|333318|28.5
STEAM TABLES MANUFACTURING|333318|28.5
STENOGRAPHY MACHINERY MANUFACTURING|333318|28.5
STENOGRAPHY MACHINERY MANUFACTURING|333318|28.5
STOVES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
STOVES, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
SWIMMING POOL FILTER SYSTEMS MANUFACTURING|333318|28.5
SWIMMING POOL FILTER SYSTEMS MANUFACTURING|333318|28.5
TEACHING MACHINES (E.G., FLIGHT SIMULATORS) MANUFACTURING|333318|28.5
TEACHING MACHINES (E.G., FLIGHT SIMULATORS) MANUFACTURING|333318|28.5
TIRE MOUNTING MACHINES, MOTOR VEHICLE, MANUFACTURING|333318|28.5
TIRE MOUNTING MACHINES, MOTOR VEHICLE, MANUFACTURING|333318|28.5
TRASH AND GARBAGE COMPACTORS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
TRASH AND GARBAGE COMPACTORS, COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
TYPEWRITERS MANUFACTURING|333318|28.5
TYPEWRITERS MANUFACTURING|333318|28.5
VACUUM CLEANERS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
VACUUM CLEANERS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
VENDING MACHINES MANUFACTURING|333318|28.5
VENDING MACHINES MANUFACTURING|333318|28.5
VOTING MACHINES MANUFACTURING|333318|28.5
VOTING MACHINES MANUFACTURING|333318|28.5
WASH WATER RECYCLING MACHINERY MANUFACTURING|333318|28.5
WASH WATER RECYCLING MACHINERY MANUFACTURING|333318|28.5
WASHING MACHINES, LAUNDRY (EXCEPT HOUSEHOLD-TYPE), MANUFACTURING|333318|28.5
WASHING MACHINES, LAUNDRY (EXCEPT HOUSEHOLD-TYPE), MANUFACTURING|333318|28.5
WATER HEATERS (EXCEPT BOILERS), COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
WATER HEATERS (EXCEPT BOILERS), COMMERCIAL-TYPE, MANUFACTURING|333318|28.5
WATER PURIFICATION EQUIPMENT MANUFACTURING|333318|28.5
WATER PURIFICATION EQUIPMENT MANUFACTURING|333318|28.5
WATER SOFTENING EQUIPMENT MANUFACTURING|333318|28.5
WATER SOFTENING EQUIPMENT MANUFACTURING|333318|28.5
WATER TREATMENT EQUIPMENT MANUFACTURING|333318|28.5
WATER TREATMENT EQUIPMENT MANUFACTURING|333318|28.5
WORD PROCESSING EQUIPMENT, DEDICATED, MANUFACTURING|333318|28.5
WORD PROCESSING EQUIPMENT, DEDICATED, MANUFACTURING|333318|28.5
AIR PURIFICATION EQUIPMENT, STATIONARY, MANUFACTURING|333413|131.82
AIR PURIFICATION EQUIPMENT, STATIONARY, MANUFACTURING|333413|131.82
AIR SCRUBBING SYSTEMS MANUFACTURING|333413|131.82
AIR SCRUBBING SYSTEMS MANUFACTURING|333413|131.82
AIR WASHERS (I.E., AIR SCRUBBERS) MANUFACTURING|333413|131.82
AIR WASHERS (I.E., AIR SCRUBBERS) MANUFACTURING|333413|131.82
AIRCURTAINS MANUFACTURING|333413|131.82
AIRCURTAINS MANUFACTURING|333413|131.82
ATTIC FANS MANUFACTURING|333413|131.82
ATTIC FANS MANUFACTURING|333413|131.82
BLOWER FILTER UNITS MANUFACTURING|333413|131.82
BLOWER FILTER UNITS MANUFACTURING|333413|131.82
DUST AND FUME COLLECTING EQUIPMENT MANUFACTURING|333413|131.82
DUST AND FUME COLLECTING EQUIPMENT MANUFACTURING|333413|131.82
ELECTROSTATIC PRECIPITATION EQUIPMENT MANUFACTURING|333413|131.82
ELECTROSTATIC PRECIPITATION EQUIPMENT MANUFACTURING|333413|131.82
EXHAUST FANS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333413|131.82
EXHAUST FANS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333413|131.82
FANS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333413|131.82
FANS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333413|131.82
FILTERS, AIR-CONDITIONER, MANUFACTURING|333413|131.82
FILTERS, AIR-CONDITIONER, MANUFACTURING|333413|131.82
FILTERS, FURNACE, MANUFACTURING|333413|131.82
FILTERS, FURNACE, MANUFACTURING|333413|131.82
FURNACE FILTERS MANUFACTURING|333413|131.82
FURNACE FILTERS MANUFACTURING|333413|131.82
INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING|333413|131.82
INDUSTRIAL AND COMMERCIAL FAN AND BLOWER AND AIR PURIFICATION EQUIPMENT MANUFACTURING|333413|131.82
VENTILATING FANS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333413|131.82
VENTILATING FANS, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333413|131.82
BASEBOARD HEATING EQUIPMENT MANUFACTURING|333414|68.66
BASEBOARD HEATING EQUIPMENT MANUFACTURING|333414|68.66
BOILERS, HEATING, MANUFACTURING|333414|68.66
BOILERS, HEATING, MANUFACTURING|333414|68.66
BURNERS, HEATING, MANUFACTURING|333414|68.66
BURNERS, HEATING, MANUFACTURING|333414|68.66
FIREPLACE INSERTS (I.E., HEAT DIRECTING) MANUFACTURING|333414|68.66
FIREPLACE INSERTS (I.E., HEAT DIRECTING) MANUFACTURING|333414|68.66
FURNACES (EXCEPT FORCED AIR), HEATING, MANUFACTURING|333414|68.66
FURNACES (EXCEPT FORCED AIR), HEATING, MANUFACTURING|333414|68.66
FURNACES, FLOOR AND WALL, MANUFACTURING|333414|68.66
FURNACES, FLOOR AND WALL, MANUFACTURING|333414|68.66
GAS BURNERS, HEATING, MANUFACTURING|333414|68.66
GAS BURNERS, HEATING, MANUFACTURING|333414|68.66
GAS FIREPLACES MANUFACTURING|333414|68.66
GAS FIREPLACES MANUFACTURING|333414|68.66
GAS SPACE HEATERS MANUFACTURING|333414|68.66
GAS SPACE HEATERS MANUFACTURING|333414|68.66
GAS-OIL BURNERS, COMBINATION, MANUFACTURING|333414|68.66
GAS-OIL BURNERS, COMBINATION, MANUFACTURING|333414|68.66
HEATERS, SPACE (EXCEPT PORTABLE ELECTRIC), MANUFACTURING|333414|68.66
HEATERS, SPACE (EXCEPT PORTABLE ELECTRIC), MANUFACTURING|333414|68.66
HEATERS, SWIMMING POOL, MANUFACTURING|333414|68.66
HEATERS, SWIMMING POOL, MANUFACTURING|333414|68.66
HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING|333414|68.66
HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING|333414|68.66
HEATING EQUIPMENT, HOT WATER (EXCEPT HOT WATER HEATERS), MANUFACTURING|333414|68.66
HEATING EQUIPMENT, HOT WATER (EXCEPT HOT WATER HEATERS), MANUFACTURING|333414|68.66
HEATING UNITS, BASEBOARD, MANUFACTURING|333414|68.66
HEATING UNITS, BASEBOARD, MANUFACTURING|333414|68.66
HYDRONIC HEATING EQUIPMENT MANUFACTURING|333414|68.66
HYDRONIC HEATING EQUIPMENT MANUFACTURING|333414|68.66
KEROSENE SPACE HEATERS MANUFACTURING|333414|68.66
KEROSENE SPACE HEATERS MANUFACTURING|333414|68.66
LOGS, GAS FIREPLACE, MANUFACTURING|333414|68.66
LOGS, GAS FIREPLACE, MANUFACTURING|333414|68.66
OIL BURNERS, HEATING, MANUFACTURING|333414|68.66
OIL BURNERS, HEATING, MANUFACTURING|333414|68.66
RADIATORS (EXCEPT MOTOR VEHICLE, PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
RADIATORS (EXCEPT MOTOR VEHICLE, PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
ROOM HEATERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
ROOM HEATERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
SOLAR ENERGY HEATING EQUIPMENT MANUFACTURING|333414|68.66
SOLAR ENERGY HEATING EQUIPMENT MANUFACTURING|333414|68.66
SOLAR HEATING SYSTEMS MANUFACTURING|333414|68.66
SOLAR HEATING SYSTEMS MANUFACTURING|333414|68.66
SPACE HEATERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
SPACE HEATERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
STEAM HEATING EQUIPMENT MANUFACTURING|333414|68.66
STEAM HEATING EQUIPMENT MANUFACTURING|333414|68.66
SWIMMING POOL HEATERS MANUFACTURING|333414|68.66
SWIMMING POOL HEATERS MANUFACTURING|333414|68.66
UNIT HEATERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
UNIT HEATERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333414|68.66
WOOD STOVES MANUFACTURING|333414|68.66
WOOD STOVES MANUFACTURING|333414|68.66
AIR-CONDITIONERS, UNIT (E.G., MOTOR HOME, TRAVEL TRAILER, WINDOW), MANUFACTURING|333415|63.1
AIR-CONDITIONERS, UNIT (E.G., MOTOR HOME, TRAVEL TRAILER, WINDOW), MANUFACTURING|333415|63.1
AIR-CONDITIONING AND WARM AIR HEATING COMBINATION UNITS MANUFACTURING|333415|63.1
AIR-CONDITIONING AND WARM AIR HEATING COMBINATION UNITS MANUFACTURING|333415|63.1
AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING|333415|63.1
AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING|333415|63.1
AIR-CONDITIONING COMPRESSORS (EXCEPT MOTOR VEHICLE) MANUFACTURING|333415|63.1
AIR-CONDITIONING COMPRESSORS (EXCEPT MOTOR VEHICLE) MANUFACTURING|333415|63.1
AIR-CONDITIONING CONDENSERS AND CONDENSING UNITS MANUFACTURING|333415|63.1
AIR-CONDITIONING CONDENSERS AND CONDENSING UNITS MANUFACTURING|333415|63.1
AIR-CONDITIONING EQUIPMENT (EXCEPT MOTOR VEHICLE) MANUFACTURING|333415|63.1
AIR-CONDITIONING EQUIPMENT (EXCEPT MOTOR VEHICLE) MANUFACTURING|333415|63.1
BEER COOLING AND DISPENSING EQUIPMENT MANUFACTURING|333415|63.1
BEER COOLING AND DISPENSING EQUIPMENT MANUFACTURING|333415|63.1
COOLERS, REFRIGERATION, MANUFACTURING|333415|63.1
COOLERS, REFRIGERATION, MANUFACTURING|333415|63.1
COOLERS, WATER, MANUFACTURING|333415|63.1
COOLERS, WATER, MANUFACTURING|333415|63.1
COOLING TOWERS MANUFACTURING|333415|63.1
COOLING TOWERS MANUFACTURING|333415|63.1
COUNTERS AND DISPLAY CASES, REFRIGERATED, MANUFACTURING|333415|63.1
COUNTERS AND DISPLAY CASES, REFRIGERATED, MANUFACTURING|333415|63.1
DEHUMIDIFIERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333415|63.1
DEHUMIDIFIERS (EXCEPT PORTABLE ELECTRIC) MANUFACTURING|333415|63.1
DISPLAY CASES, REFRIGERATED, MANUFACTURING|333415|63.1
DISPLAY CASES, REFRIGERATED, MANUFACTURING|333415|63.1
DRINKING FOUNTAINS, REFRIGERATED, MANUFACTURING|333415|63.1
DRINKING FOUNTAINS, REFRIGERATED, MANUFACTURING|333415|63.1
ELECTRIC WARM AIR (I.E., FORCED AIR) FURNACES MANUFACTURING|333415|63.1
ELECTRIC WARM AIR (I.E., FORCED AIR) FURNACES MANUFACTURING|333415|63.1
EVAPORATIVE CONDENSERS (I.E., HEAT TRANSFER EQUIPMENT) MANUFACTURING|333415|63.1
EVAPORATIVE CONDENSERS (I.E., HEAT TRANSFER EQUIPMENT) MANUFACTURING|333415|63.1
FOUNTAINS, REFRIGERATED DRINKING, MANUFACTURING|333415|63.1
FOUNTAINS, REFRIGERATED DRINKING, MANUFACTURING|333415|63.1
FREEZING EQUIPMENT, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333415|63.1
FREEZING EQUIPMENT, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333415|63.1
FURNACES, WARM AIR (I.E., FORCED AIR), MANUFACTURING|333415|63.1
FURNACES, WARM AIR (I.E., FORCED AIR), MANUFACTURING|333415|63.1
HEAT PUMPS MANUFACTURING|333415|63.1
HEAT PUMPS MANUFACTURING|333415|63.1
HEATING AND AIR-CONDITIONING COMBINATION UNITS MANUFACTURING|333415|63.1
HEATING AND AIR-CONDITIONING COMBINATION UNITS MANUFACTURING|333415|63.1
HEATING EQUIPMENT, WARM AIR (I.E., FORCED AIR), MANUFACTURING|333415|63.1
HEATING EQUIPMENT, WARM AIR (I.E., FORCED AIR), MANUFACTURING|333415|63.1
HUMIDIFYING EQUIPMENT (EXCEPT PORTABLE) MANUFACTURING|333415|63.1
HUMIDIFYING EQUIPMENT (EXCEPT PORTABLE) MANUFACTURING|333415|63.1
ICE MAKING MACHINERY MANUFACTURING|333415|63.1
ICE MAKING MACHINERY MANUFACTURING|333415|63.1
LABORATORY-TYPE FREEZERS MANUFACTURING|333415|63.1
LABORATORY-TYPE FREEZERS MANUFACTURING|333415|63.1
LOCKERS, REFRIGERATED, MANUFACTURING|333415|63.1
LOCKERS, REFRIGERATED, MANUFACTURING|333415|63.1
REFRIGERATED LOCKERS MANUFACTURING|333415|63.1
REFRIGERATED LOCKERS MANUFACTURING|333415|63.1
REFRIGERATION COMPRESSORS MANUFACTURING|333415|63.1
REFRIGERATION COMPRESSORS MANUFACTURING|333415|63.1
REFRIGERATION EQUIPMENT, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333415|63.1
REFRIGERATION EQUIPMENT, INDUSTRIAL AND COMMERCIAL-TYPE, MANUFACTURING|333415|63.1
REFRIGERATION UNITS, TRUCK-TYPE, MANUFACTURING|333415|63.1
REFRIGERATION UNITS, TRUCK-TYPE, MANUFACTURING|333415|63.1
ROOM AIR-CONDITIONERS MANUFACTURING|333415|63.1
ROOM AIR-CONDITIONERS MANUFACTURING|333415|63.1
SHOWCASES, REFRIGERATED, MANUFACTURING|333415|63.1
SHOWCASES, REFRIGERATED, MANUFACTURING|333415|63.1
SNOW MAKING MACHINERY MANUFACTURING|333415|63.1
SNOW MAKING MACHINERY MANUFACTURING|333415|63.1
SODA FOUNTAIN COOLING AND DISPENSING EQUIPMENT MANUFACTURING|333415|63.1
SODA FOUNTAIN COOLING AND DISPENSING EQUIPMENT MANUFACTURING|333415|63.1
WATER (I.E., DRINKING) COOLERS, MECHANICAL, MANUFACTURING|333415|63.1
WATER (I.E., DRINKING) COOLERS, MECHANICAL, MANUFACTURING|333415|63.1
DIE-CASTING DIES MANUFACTURING|333511|317.77
DIE-CASTING DIES MANUFACTURING|333511|317.77
FOUNDRY CASTING MOLDS MANUFACTURING|333511|317.77
FOUNDRY CASTING MOLDS MANUFACTURING|333511|317.77
INDUSTRIAL MOLD MANUFACTURING|333511|317.77
INDUSTRIAL MOLD MANUFACTURING|333511|317.77
INDUSTRIAL MOLDS (EXCEPT STEEL INGOT) MANUFACTURING|333511|317.77
INDUSTRIAL MOLDS (EXCEPT STEEL INGOT) MANUFACTURING|333511|317.77
MOLDS (EXCEPT STEEL INGOT), INDUSTRIAL, MANUFACTURING|333511|317.77
MOLDS (EXCEPT STEEL INGOT), INDUSTRIAL, MANUFACTURING|333511|317.77
MOLDS FOR FORMING MATERIALS (E.G., GLASS, PLASTICS, RUBBER) MANUFACTURING|333511|317.77
MOLDS FOR FORMING MATERIALS (E.G., GLASS, PLASTICS, RUBBER) MANUFACTURING|333511|317.77
MOLDS FOR METAL CASTING (EXCEPT STEEL INGOT) MANUFACTURING|333511|317.77
MOLDS FOR METAL CASTING (EXCEPT STEEL INGOT) MANUFACTURING|333511|317.77
MOLDS FOR PLASTICS AND RUBBER WORKING MACHINERY MANUFACTURING|333511|317.77
MOLDS FOR PLASTICS AND RUBBER WORKING MACHINERY MANUFACTURING|333511|317.77
CUTTING DIES, METALWORKING, MANUFACTURING|333514|198.25
CUTTING DIES, METALWORKING, MANUFACTURING|333514|198.25
DIAMOND DIES, METALWORKING, MANUFACTURING|333514|198.25
DIAMOND DIES, METALWORKING, MANUFACTURING|333514|198.25
DIE SETS FOR METAL STAMPING PRESSES MANUFACTURING|333514|198.25
DIE SETS FOR METAL STAMPING PRESSES MANUFACTURING|333514|198.25
DIES AND DIE HOLDERS FOR METAL CUTTING AND FORMING (EXCEPT THREADING) MANUFACTURING|333514|198.25
DIES AND DIE HOLDERS FOR METAL CUTTING AND FORMING (EXCEPT THREADING) MANUFACTURING|333514|198.25
DIES, METALWORKING (EXCEPT THREADING), MANUFACTURING|333514|198.25
DIES, METALWORKING (EXCEPT THREADING), MANUFACTURING|333514|198.25
DIES, PLASTICS FORMING, MANUFACTURING|333514|198.25
DIES, PLASTICS FORMING, MANUFACTURING|333514|198.25
DIES, STEEL RULE, METAL CUTTING, MANUFACTURING|333514|198.25
DIES, STEEL RULE, METAL CUTTING, MANUFACTURING|333514|198.25
EXTRUSION DIES FOR USE WITH ALL MATERIALS MANUFACTURING|333514|198.25
EXTRUSION DIES FOR USE WITH ALL MATERIALS MANUFACTURING|333514|198.25
JIGS (E.G., CHECKING, GAUGING, INSPECTION) MANUFACTURING|333514|198.25
JIGS (E.G., CHECKING, GAUGING, INSPECTION) MANUFACTURING|333514|198.25
JIGS AND FIXTURES FOR USE WITH MACHINE TOOLS MANUFACTURING|333514|198.25
JIGS AND FIXTURES FOR USE WITH MACHINE TOOLS MANUFACTURING|333514|198.25
PUNCHES FOR USE WITH MACHINE TOOLS MANUFACTURING|333514|198.25
PUNCHES FOR USE WITH MACHINE TOOLS MANUFACTURING|333514|198.25
SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING|333514|198.25
SPECIAL DIE AND TOOL, DIE SET, JIG, AND FIXTURE MANUFACTURING|333514|198.25
SUBPRESSES, MACHINE TOOL, MANUFACTURING|333514|198.25
SUBPRESSES, MACHINE TOOL, MANUFACTURING|333514|198.25
WELDING POSITIONERS (I.E., JIGS) MANUFACTURING|333514|198.25
WELDING POSITIONERS (I.E., JIGS) MANUFACTURING|333514|198.25
WIRE DRAWING AND STRAIGHTENING DIES MANUFACTURING|333514|198.25
WIRE DRAWING AND STRAIGHTENING DIES MANUFACTURING|333514|198.25
ANGLE RINGS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
ANGLE RINGS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
ARBORS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
ARBORS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
BITS AND KNIVES FOR METALWORKING LATHES, PLANERS, AND SHAPERS MANUFACTURING|333515|65.63
BITS AND KNIVES FOR METALWORKING LATHES, PLANERS, AND SHAPERS MANUFACTURING|333515|65.63
BITS, DRILL, METALWORKING, MANUFACTURING|333515|65.63
BITS, DRILL, METALWORKING, MANUFACTURING|333515|65.63
BLANKS, CUTTING TOOL, MANUFACTURING|333515|65.63
BLANKS, CUTTING TOOL, MANUFACTURING|333515|65.63
BROACHES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
BROACHES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CAMS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CAMS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CHASERS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CHASERS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CHUCKS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CHUCKS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CLAMPS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CLAMPS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
COLLARS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
COLLARS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
COLLETS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
COLLETS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
COUNTERBORES (I.E., A MACHINE TOOL ACCESSORY), METALWORKING, MANUFACTURING|333515|65.63
COUNTERBORES (I.E., A MACHINE TOOL ACCESSORY), METALWORKING, MANUFACTURING|333515|65.63
COUNTERSINKS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
COUNTERSINKS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
CUTTERS, METAL MILLING, MANUFACTURING|333515|65.63
CUTTERS, METAL MILLING, MANUFACTURING|333515|65.63
CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING|333515|65.63
CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING|333515|65.63
DIES AND TAPS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
DIES AND TAPS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
DRILL BITS, METALWORKING, MANUFACTURING|333515|65.63
DRILL BITS, METALWORKING, MANUFACTURING|333515|65.63
FILES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
FILES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
HOBS (I.E., METAL GEAR CUTTING TOOL) MANUFACTURING|333515|65.63
HOBS (I.E., METAL GEAR CUTTING TOOL) MANUFACTURING|333515|65.63
HONING HEADS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
HONING HEADS (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
HOPPER FEED DEVICES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
HOPPER FEED DEVICES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
INDEXING, ROTARY TABLES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
INDEXING, ROTARY TABLES (I.E., A MACHINE TOOL ACCESSORY) MANUFACTURING|333515|65.63
INSERTS, CUTTING TOOL, MANUFACTURING|333515|65.63
INSERTS, CUTTING TOOL, MANUFACTURING|333515|65.63
KNIVES AND BITS FOR METALWORKING LATHES, PLANERS, AND SHAPERS MANUFACTURING|333515|65.63
KNIVES AND BITS FOR METALWORKING LATHES, PLANERS, AND SHAPERS MANUFACTURING|333515|65.63
LETTER PINS (E.G., GAUGING, MEASURING) MANUFACTURING|333515|65.63
